"Season","League","BBRef_Team_Name","BBRef_Team_Abbreviation","Current_BBRef_Team_Name","Current_BBRef_Team_Abbreviation","ESPN_Current_Link_ID","NBA_Current_Link_ID","Spotrac_Current_Link_ID"
1980,"NBA","Los Angeles Lakers","LAL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
1979,"NBA","Los Angeles Lakers","LAL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
1978,"NBA","Los Angeles Lakers","LAL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
1977,"NBA","Los Angeles Lakers","LAL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
1976,"NBA","Los Angeles Lakers","LAL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
1975,"NBA","Los Angeles Lakers","LAL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
1974,"NBA","Los Angeles Lakers","LAL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
1973,"NBA","Los Angeles Lakers","LAL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
1972,"NBA","Los Angeles Lakers","LAL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
1971,"NBA","Los Angeles Lakers","LAL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
1970,"NBA","Los Angeles Lakers","LAL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
1969,"NBA","Los Angeles Lakers","LAL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
1968,"NBA","Los Angeles Lakers","LAL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
1967,"NBA","Los Angeles Lakers","LAL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
1966,"NBA","Los Angeles Lakers","LAL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
1965,"NBA","Los Angeles Lakers","LAL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
1964,"NBA","Los Angeles Lakers","LAL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
1963,"NBA","Los Angeles Lakers","LAL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
1962,"NBA","Los Angeles Lakers","LAL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
1961,"NBA","Los Angeles Lakers","LAL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
1960,"NBA","Los Angeles Lakers","LAL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
1959,"NBA","Minneapolis Lakers","MNL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
1958,"NBA","Minneapolis Lakers","MNL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
1957,"NBA","Minneapolis Lakers","MNL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
1956,"NBA","Minneapolis Lakers","MNL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
1955,"NBA","Minneapolis Lakers","MNL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
1954,"NBA","Minneapolis Lakers","MNL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
1953,"NBA","Minneapolis Lakers","MNL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
1952,"NBA","Minneapolis Lakers","MNL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
1951,"NBA","Minneapolis Lakers","MNL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
1950,"NBA","Minneapolis Lakers","MNL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
1949,"NBA","Minneapolis Lakers","MNL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
1948,"NBA","Minneapolis Lakers","MNL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
2019,"NBA","Memphis Grizzlies","MEM","Memphis Grizzlies","MEM","MEM",1610612763,"memphis-grizzlies"
2018,"NBA","Memphis Grizzlies","MEM","Memphis Grizzlies","MEM","MEM",1610612763,"memphis-grizzlies"
2017,"NBA","Memphis Grizzlies","MEM","Memphis Grizzlies","MEM","MEM",1610612763,"memphis-grizzlies"
2016,"NBA","Memphis Grizzlies","MEM","Memphis Grizzlies","MEM","MEM",1610612763,"memphis-grizzlies"
2015,"NBA","Memphis Grizzlies","MEM","Memphis Grizzlies","MEM","MEM",1610612763,"memphis-grizzlies"
2014,"NBA","Memphis Grizzlies","MEM","Memphis Grizzlies","MEM","MEM",1610612763,"memphis-grizzlies"
2013,"NBA","Memphis Grizzlies","MEM","Memphis Grizzlies","MEM","MEM",1610612763,"memphis-grizzlies"
2012,"NBA","Memphis Grizzlies","MEM","Memphis Grizzlies","MEM","MEM",1610612763,"memphis-grizzlies"
2011,"NBA","Memphis Grizzlies","MEM","Memphis Grizzlies","MEM","MEM",1610612763,"memphis-grizzlies"
2010,"NBA","Memphis Grizzlies","MEM","Memphis Grizzlies","MEM","MEM",1610612763,"memphis-grizzlies"
2009,"NBA","Memphis Grizzlies","MEM","Memphis Grizzlies","MEM","MEM",1610612763,"memphis-grizzlies"
2008,"NBA","Memphis Grizzlies","MEM","Memphis Grizzlies","MEM","MEM",1610612763,"memphis-grizzlies"
2007,"NBA","Memphis Grizzlies","MEM","Memphis Grizzlies","MEM","MEM",1610612763,"memphis-grizzlies"
2006,"NBA","Memphis Grizzlies","MEM","Memphis Grizzlies","MEM","MEM",1610612763,"memphis-grizzlies"
2005,"NBA","Memphis Grizzlies","MEM","Memphis Grizzlies","MEM","MEM",1610612763,"memphis-grizzlies"
2004,"NBA","Memphis Grizzlies","MEM","Memphis Grizzlies","MEM","MEM",1610612763,"memphis-grizzlies"
2003,"NBA","Memphis Grizzlies","MEM","Memphis Grizzlies","MEM","MEM",1610612763,"memphis-grizzlies"
2002,"NBA","Memphis Grizzlies","MEM","Memphis Grizzlies","MEM","MEM",1610612763,"memphis-grizzlies"
2001,"NBA","Memphis Grizzlies","MEM","Memphis Grizzlies","MEM","MEM",1610612763,"memphis-grizzlies"
2000,"NBA","Vancouver Grizzlies","VAN","Memphis Grizzlies","MEM","MEM",1610612763,"memphis-grizzlies"
1999,"NBA","Vancouver Grizzlies","VAN","Memphis Grizzlies","MEM","MEM",1610612763,"memphis-grizzlies"
1998,"NBA","Vancouver Grizzlies","VAN","Memphis Grizzlies","MEM","MEM",1610612763,"memphis-grizzlies"
1997,"NBA","Vancouver Grizzlies","VAN","Memphis Grizzlies","MEM","MEM",1610612763,"memphis-grizzlies"
1996,"NBA","Vancouver Grizzlies","VAN","Memphis Grizzlies","MEM","MEM",1610612763,"memphis-grizzlies"
1995,"NBA","Vancouver Grizzlies","VAN","Memphis Grizzlies","MEM","MEM",1610612763,"memphis-grizzlies"
2019,"NBA","Miami Heat","MIA","Miami Heat","MIA","MIA",1610612748,"miami-heat"
2018,"NBA","Miami Heat","MIA","Miami Heat","MIA","MIA",1610612748,"miami-heat"
2017,"NBA","Miami Heat","MIA","Miami Heat","MIA","MIA",1610612748,"miami-heat"
2016,"NBA","Miami Heat","MIA","Miami Heat","MIA","MIA",1610612748,"miami-heat"
2015,"NBA","Miami Heat","MIA","Miami Heat","MIA","MIA",1610612748,"miami-heat"
2014,"NBA","Miami Heat","MIA","Miami Heat","MIA","MIA",1610612748,"miami-heat"
2013,"NBA","Miami Heat","MIA","Miami Heat","MIA","MIA",1610612748,"miami-heat"
2012,"NBA","Miami Heat","MIA","Miami Heat","MIA","MIA",1610612748,"miami-heat"
2011,"NBA","Miami Heat","MIA","Miami Heat","MIA","MIA",1610612748,"miami-heat"
2010,"NBA","Miami Heat","MIA","Miami Heat","MIA","MIA",1610612748,"miami-heat"
2009,"NBA","Miami Heat","MIA","Miami Heat","MIA","MIA",1610612748,"miami-heat"
2008,"NBA","Miami Heat","MIA","Miami Heat","MIA","MIA",1610612748,"miami-heat"
2007,"NBA","Miami Heat","MIA","Miami Heat","MIA","MIA",1610612748,"miami-heat"
2006,"NBA","Miami Heat","MIA","Miami Heat","MIA","MIA",1610612748,"miami-heat"
2005,"NBA","Miami Heat","MIA","Miami Heat","MIA","MIA",1610612748,"miami-heat"
2004,"NBA","Miami Heat","MIA","Miami Heat","MIA","MIA",1610612748,"miami-heat"
2003,"NBA","Miami Heat","MIA","Miami Heat","MIA","MIA",1610612748,"miami-heat"
2002,"NBA","Miami Heat","MIA","Miami Heat","MIA","MIA",1610612748,"miami-heat"
2001,"NBA","Miami Heat","MIA","Miami Heat","MIA","MIA",1610612748,"miami-heat"
2000,"NBA","Miami Heat","MIA","Miami Heat","MIA","MIA",1610612748,"miami-heat"
1999,"NBA","Miami Heat","MIA","Miami Heat","MIA","MIA",1610612748,"miami-heat"
1998,"NBA","Miami Heat","MIA","Miami Heat","MIA","MIA",1610612748,"miami-heat"
1997,"NBA","Miami Heat","MIA","Miami Heat","MIA","MIA",1610612748,"miami-heat"
1996,"NBA","Miami Heat","MIA","Miami Heat","MIA","MIA",1610612748,"miami-heat"
1995,"NBA","Miami Heat","MIA","Miami Heat","MIA","MIA",1610612748,"miami-heat"
1994,"NBA","Miami Heat","MIA","Miami Heat","MIA","MIA",1610612748,"miami-heat"
1993,"NBA","Miami Heat","MIA","Miami Heat","MIA","MIA",1610612748,"miami-heat"
1992,"NBA","Miami Heat","MIA","Miami Heat","MIA","MIA",1610612748,"miami-heat"
1991,"NBA","Miami Heat","MIA","Miami Heat","MIA","MIA",1610612748,"miami-heat"
1990,"NBA","Miami Heat","MIA","Miami Heat","MIA","MIA",1610612748,"miami-heat"
1989,"NBA","Miami Heat","MIA","Miami Heat","MIA","MIA",1610612748,"miami-heat"
1988,"NBA","Miami Heat","MIA","Miami Heat","MIA","MIA",1610612748,"miami-heat"
2019,"NBA","Milwaukee Bucks","MIL","Milwaukee Bucks","MIL","MIL",1610612749,"milwaukee-bucks"
2018,"NBA","Milwaukee Bucks","MIL","Milwaukee Bucks","MIL","MIL",1610612749,"milwaukee-bucks"
2017,"NBA","Milwaukee Bucks","MIL","Milwaukee Bucks","MIL","MIL",1610612749,"milwaukee-bucks"
2016,"NBA","Milwaukee Bucks","MIL","Milwaukee Bucks","MIL","MIL",1610612749,"milwaukee-bucks"
2015,"NBA","Milwaukee Bucks","MIL","Milwaukee Bucks","MIL","MIL",1610612749,"milwaukee-bucks"
2014,"NBA","Milwaukee Bucks","MIL","Milwaukee Bucks","MIL","MIL",1610612749,"milwaukee-bucks"
2013,"NBA","Milwaukee Bucks","MIL","Milwaukee Bucks","MIL","MIL",1610612749,"milwaukee-bucks"
2012,"NBA","Milwaukee Bucks","MIL","Milwaukee Bucks","MIL","MIL",1610612749,"milwaukee-bucks"
2011,"NBA","Milwaukee Bucks","MIL","Milwaukee Bucks","MIL","MIL",1610612749,"milwaukee-bucks"
2010,"NBA","Milwaukee Bucks","MIL","Milwaukee Bucks","MIL","MIL",1610612749,"milwaukee-bucks"
2009,"NBA","Milwaukee Bucks","MIL","Milwaukee Bucks","MIL","MIL",1610612749,"milwaukee-bucks"
2008,"NBA","Milwaukee Bucks","MIL","Milwaukee Bucks","MIL","MIL",1610612749,"milwaukee-bucks"
2007,"NBA","Milwaukee Bucks","MIL","Milwaukee Bucks","MIL","MIL",1610612749,"milwaukee-bucks"
2006,"NBA","Milwaukee Bucks","MIL","Milwaukee Bucks","MIL","MIL",1610612749,"milwaukee-bucks"
2005,"NBA","Milwaukee Bucks","MIL","Milwaukee Bucks","MIL","MIL",1610612749,"milwaukee-bucks"
2004,"NBA","Milwaukee Bucks","MIL","Milwaukee Bucks","MIL","MIL",1610612749,"milwaukee-bucks"
2003,"NBA","Milwaukee Bucks","MIL","Milwaukee Bucks","MIL","MIL",1610612749,"milwaukee-bucks"
2002,"NBA","Milwaukee Bucks","MIL","Milwaukee Bucks","MIL","MIL",1610612749,"milwaukee-bucks"
2001,"NBA","Milwaukee Bucks","MIL","Milwaukee Bucks","MIL","MIL",1610612749,"milwaukee-bucks"
2000,"NBA","Milwaukee Bucks","MIL","Milwaukee Bucks","MIL","MIL",1610612749,"milwaukee-bucks"
1999,"NBA","Milwaukee Bucks","MIL","Milwaukee Bucks","MIL","MIL",1610612749,"milwaukee-bucks"
1998,"NBA","Milwaukee Bucks","MIL","Milwaukee Bucks","MIL","MIL",1610612749,"milwaukee-bucks"
1997,"NBA","Milwaukee Bucks","MIL","Milwaukee Bucks","MIL","MIL",1610612749,"milwaukee-bucks"
1996,"NBA","Milwaukee Bucks","MIL","Milwaukee Bucks","MIL","MIL",1610612749,"milwaukee-bucks"
1995,"NBA","Milwaukee Bucks","MIL","Milwaukee Bucks","MIL","MIL",1610612749,"milwaukee-bucks"
1994,"NBA","Milwaukee Bucks","MIL","Milwaukee Bucks","MIL","MIL",1610612749,"milwaukee-bucks"
1993,"NBA","Milwaukee Bucks","MIL","Milwaukee Bucks","MIL","MIL",1610612749,"milwaukee-bucks"
1992,"NBA","Milwaukee Bucks","MIL","Milwaukee Bucks","MIL","MIL",1610612749,"milwaukee-bucks"
1991,"NBA","Milwaukee Bucks","MIL","Milwaukee Bucks","MIL","MIL",1610612749,"milwaukee-bucks"
1990,"NBA","Milwaukee Bucks","MIL","Milwaukee Bucks","MIL","MIL",1610612749,"milwaukee-bucks"
1989,"NBA","Milwaukee Bucks","MIL","Milwaukee Bucks","MIL","MIL",1610612749,"milwaukee-bucks"
1988,"NBA","Milwaukee Bucks","MIL","Milwaukee Bucks","MIL","MIL",1610612749,"milwaukee-bucks"
1987,"NBA","Milwaukee Bucks","MIL","Milwaukee Bucks","MIL","MIL",1610612749,"milwaukee-bucks"
1986,"NBA","Milwaukee Bucks","MIL","Milwaukee Bucks","MIL","MIL",1610612749,"milwaukee-bucks"
1985,"NBA","Milwaukee Bucks","MIL","Milwaukee Bucks","MIL","MIL",1610612749,"milwaukee-bucks"
1984,"NBA","Milwaukee Bucks","MIL","Milwaukee Bucks","MIL","MIL",1610612749,"milwaukee-bucks"
1983,"NBA","Milwaukee Bucks","MIL","Milwaukee Bucks","MIL","MIL",1610612749,"milwaukee-bucks"
1982,"NBA","Milwaukee Bucks","MIL","Milwaukee Bucks","MIL","MIL",1610612749,"milwaukee-bucks"
1981,"NBA","Milwaukee Bucks","MIL","Milwaukee Bucks","MIL","MIL",1610612749,"milwaukee-bucks"
1980,"NBA","Milwaukee Bucks","MIL","Milwaukee Bucks","MIL","MIL",1610612749,"milwaukee-bucks"
1979,"NBA","Milwaukee Bucks","MIL","Milwaukee Bucks","MIL","MIL",1610612749,"milwaukee-bucks"
1978,"NBA","Milwaukee Bucks","MIL","Milwaukee Bucks","MIL","MIL",1610612749,"milwaukee-bucks"
1977,"NBA","Milwaukee Bucks","MIL","Milwaukee Bucks","MIL","MIL",1610612749,"milwaukee-bucks"
1976,"NBA","Milwaukee Bucks","MIL","Milwaukee Bucks","MIL","MIL",1610612749,"milwaukee-bucks"
1975,"NBA","Milwaukee Bucks","MIL","Milwaukee Bucks","MIL","MIL",1610612749,"milwaukee-bucks"
1974,"NBA","Milwaukee Bucks","MIL","Milwaukee Bucks","MIL","MIL",1610612749,"milwaukee-bucks"
1973,"NBA","Milwaukee Bucks","MIL","Milwaukee Bucks","MIL","MIL",1610612749,"milwaukee-bucks"
1972,"NBA","Milwaukee Bucks","MIL","Milwaukee Bucks","MIL","MIL",1610612749,"milwaukee-bucks"
1971,"NBA","Milwaukee Bucks","MIL","Milwaukee Bucks","MIL","MIL",1610612749,"milwaukee-bucks"
1970,"NBA","Milwaukee Bucks","MIL","Milwaukee Bucks","MIL","MIL",1610612749,"milwaukee-bucks"
1969,"NBA","Milwaukee Bucks","MIL","Milwaukee Bucks","MIL","MIL",1610612749,"milwaukee-bucks"
1968,"NBA","Milwaukee Bucks","MIL","Milwaukee Bucks","MIL","MIL",1610612749,"milwaukee-bucks"
2019,"NBA","Minnesota Timberwolves","MIN","Minnesota Timberwolves","MIN","MIN",1610612750,"minnesota-timberwolves"
2018,"NBA","Minnesota Timberwolves","MIN","Minnesota Timberwolves","MIN","MIN",1610612750,"minnesota-timberwolves"
2017,"NBA","Minnesota Timberwolves","MIN","Minnesota Timberwolves","MIN","MIN",1610612750,"minnesota-timberwolves"
2016,"NBA","Minnesota Timberwolves","MIN","Minnesota Timberwolves","MIN","MIN",1610612750,"minnesota-timberwolves"
2015,"NBA","Minnesota Timberwolves","MIN","Minnesota Timberwolves","MIN","MIN",1610612750,"minnesota-timberwolves"
2014,"NBA","Minnesota Timberwolves","MIN","Minnesota Timberwolves","MIN","MIN",1610612750,"minnesota-timberwolves"
2013,"NBA","Minnesota Timberwolves","MIN","Minnesota Timberwolves","MIN","MIN",1610612750,"minnesota-timberwolves"
2012,"NBA","Minnesota Timberwolves","MIN","Minnesota Timberwolves","MIN","MIN",1610612750,"minnesota-timberwolves"
2011,"NBA","Minnesota Timberwolves","MIN","Minnesota Timberwolves","MIN","MIN",1610612750,"minnesota-timberwolves"
2010,"NBA","Minnesota Timberwolves","MIN","Minnesota Timberwolves","MIN","MIN",1610612750,"minnesota-timberwolves"
2009,"NBA","Minnesota Timberwolves","MIN","Minnesota Timberwolves","MIN","MIN",1610612750,"minnesota-timberwolves"
2008,"NBA","Minnesota Timberwolves","MIN","Minnesota Timberwolves","MIN","MIN",1610612750,"minnesota-timberwolves"
2007,"NBA","Minnesota Timberwolves","MIN","Minnesota Timberwolves","MIN","MIN",1610612750,"minnesota-timberwolves"
2006,"NBA","Minnesota Timberwolves","MIN","Minnesota Timberwolves","MIN","MIN",1610612750,"minnesota-timberwolves"
2005,"NBA","Minnesota Timberwolves","MIN","Minnesota Timberwolves","MIN","MIN",1610612750,"minnesota-timberwolves"
2004,"NBA","Minnesota Timberwolves","MIN","Minnesota Timberwolves","MIN","MIN",1610612750,"minnesota-timberwolves"
2003,"NBA","Minnesota Timberwolves","MIN","Minnesota Timberwolves","MIN","MIN",1610612750,"minnesota-timberwolves"
2002,"NBA","Minnesota Timberwolves","MIN","Minnesota Timberwolves","MIN","MIN",1610612750,"minnesota-timberwolves"
2001,"NBA","Minnesota Timberwolves","MIN","Minnesota Timberwolves","MIN","MIN",1610612750,"minnesota-timberwolves"
2000,"NBA","Minnesota Timberwolves","MIN","Minnesota Timberwolves","MIN","MIN",1610612750,"minnesota-timberwolves"
1999,"NBA","Minnesota Timberwolves","MIN","Minnesota Timberwolves","MIN","MIN",1610612750,"minnesota-timberwolves"
1998,"NBA","Minnesota Timberwolves","MIN","Minnesota Timberwolves","MIN","MIN",1610612750,"minnesota-timberwolves"
1997,"NBA","Minnesota Timberwolves","MIN","Minnesota Timberwolves","MIN","MIN",1610612750,"minnesota-timberwolves"
1996,"NBA","Minnesota Timberwolves","MIN","Minnesota Timberwolves","MIN","MIN",1610612750,"minnesota-timberwolves"
1995,"NBA","Minnesota Timberwolves","MIN","Minnesota Timberwolves","MIN","MIN",1610612750,"minnesota-timberwolves"
1994,"NBA","Minnesota Timberwolves","MIN","Minnesota Timberwolves","MIN","MIN",1610612750,"minnesota-timberwolves"
1993,"NBA","Minnesota Timberwolves","MIN","Minnesota Timberwolves","MIN","MIN",1610612750,"minnesota-timberwolves"
1992,"NBA","Minnesota Timberwolves","MIN","Minnesota Timberwolves","MIN","MIN",1610612750,"minnesota-timberwolves"
1991,"NBA","Minnesota Timberwolves","MIN","Minnesota Timberwolves","MIN","MIN",1610612750,"minnesota-timberwolves"
1990,"NBA","Minnesota Timberwolves","MIN","Minnesota Timberwolves","MIN","MIN",1610612750,"minnesota-timberwolves"
1989,"NBA","Minnesota Timberwolves","MIN","Minnesota Timberwolves","MIN","MIN",1610612750,"minnesota-timberwolves"
2019,"NBA","New York Knicks","NYK","New York Knicks","NYK","NY",1610612752,"new-york-knicks"
2018,"NBA","New York Knicks","NYK","New York Knicks","NYK","NY",1610612752,"new-york-knicks"
2017,"NBA","New York Knicks","NYK","New York Knicks","NYK","NY",1610612752,"new-york-knicks"
2016,"NBA","New York Knicks","NYK","New York Knicks","NYK","NY",1610612752,"new-york-knicks"
2015,"NBA","New York Knicks","NYK","New York Knicks","NYK","NY",1610612752,"new-york-knicks"
2014,"NBA","New York Knicks","NYK","New York Knicks","NYK","NY",1610612752,"new-york-knicks"
2013,"NBA","New York Knicks","NYK","New York Knicks","NYK","NY",1610612752,"new-york-knicks"
2012,"NBA","New York Knicks","NYK","New York Knicks","NYK","NY",1610612752,"new-york-knicks"
